data,category,name
17951431,Crime,The Glass House 
17848322,Comedy,Laws of Attraction 
17843379,Comedy,Drive Me Crazy 
17804273,Drama,The Contender 
17803796,Comedy,School for Scoundrels 
17797316,Comedy,Going the Distance 
17791031,Comedy,Punch-Drunk Love 
17768000,Horror,Halloween 4: The Return of Michael Myers
17757087,Horror,The Rage: Carrie 2
17750583,Biography,Steve Jobs 
17738570,Drama,The Perks of Being a Wallflower 
17718223,Comedy,EuroTrip 
17683670,Horror,Apollo 18
17655201,Drama,Kit Kittredge: An American Girl 
17613460,Adventure,Nebraska 
17609982,Action,Parker 
17605861,Biography,The Last King of Scotland 
17596256,Comedy,Furry Vengeance 
17593391,Action,The Postman 
17544812,Horror,Hostel: Part II 
17536788,Comedy,Enough Said 
17529157,Adventure,Silent Hill: Revelation 3D
17518220,Comedy,Home for the Holidays 
17508936,Comedy,A Mighty Wind 
17508670,Crime,Notes on a Scandal 
17474107,Comedy,Dope 
17473245,Action,Red Planet 
17439163,Comedy,The Big Lebowski 
17427926,Horror,The Ruins 
17411331,Horror,Disturbing Behavior 
17382982,Drama,Addicted 
17378977,Comedy,Roll Bounce 
17324744,Comedy,Just My Luck 
17321573,Comedy,My Baby's Daddy 
17314483,Comedy,A Haunted House 2
17305211,Crime,Extreme Measures 
17300889,Action,The Phantom 
17292381,Comedy,Max Keeble's Big Move 
17281832,Adventure,Inkheart 
17278980,Comedy,Half Baked 
17266505,Action,Eight Legged Freaks 
17237244,Crime,A Most Wanted Man 
17225675,Comedy,Wanderlust 
17218080,Action,Hudson Hawk 
17176900,Action,Seventh Son 
17174870,Drama,Center Stage 
17120019,Action,Safe 
17114882,Crime,Eastern Promises 
17104669,Action,Kung Fu Hustle 
17100000,Action,Fled 
17096053,Comedy,Rushmore 
17071230,Comedy,Small Time Crooks 
17016190,Comedy,Seed of Chucky 
17010646,Comedy,Son of the Mask 
17000000,Horror,Kingdom of the Spiders 
16999046,Drama,Splice 
16991902,Drama,Rock Star 
16988996,Comedy,The Country Bears 
16969390,Crime,The Counselor 
16964743,Comedy,Win a Date with Tad Hamilton! 
16938179,Crime,Boiler Room 
16930884,Crime,88 Minutes
16930185,Comedy,Serving Sara 
16929123,Drama,Crazy/Beautiful 
16901126,Crime,The Devil's Rejects 
16842303,Comedy,Go 
16831505,Comedy,Wimbledon 
16800000,Drama,Oliver! 
16779636,Drama,Lost Souls 
16702864,Comedy,Catch That Kid 
16699684,Comedy,New in Town 
16684352,Comedy,To Rome with Love 
16671505,Adventure,Baby's Day Out 
16667084,Comedy,Tremors 
16647384,Adventure,Unaccompanied Minors 
16640210,Drama,Bringing Out the Dead 
16574731,Drama,54
16501785,Drama,Trainspotting 
16459004,Drama,Eye of the Beholder 
16377274,Drama,The Master 
16346122,Drama,White Oleander 
16323969,Comedy,The Whole Ten Yards 
16311763,Crime,A Simple Plan 
16300302,Comedy,Young Adult 
16298046,Horror,An American Haunting 
16295774,Action,Howard the Duck 
16290976,Adventure,Muppets from Space 
16284360,Comedy,Swing Vote 
16264475,Biography,Elizabeth: The Golden Age 
16252765,Drama,Original Sin 
16248701,Drama,21 Grams
16247775,Comedy,The Perfect Man 
16235293,Horror,Black Christmas 
16204793,Comedy,Jennifer's Body 
16168741,Drama,Begin Again 
16153600,Drama,Mo' Better Blues 
16123851,Drama,Vanity Fair 
16118077,Drama,"Bright Lights, Big City "
16115878,Action,The Prophecy 
16101109,Comedy,Waiting... 
16097842,Biography,Fruitvale Station 
16088610,Comedy,Imagine That 
16067035,Action,Dr. No 
16033556,Action,Kung Pow: Enter the Fist 
16027866,Action,The Transporter Refueled 
16025394,Comedy,Adventureland 
16017403,Drama,O 
16017403,Drama,O 
16005978,Crime,The Raven 
15988876,Action,Armored 
15962471,Biography,Marie Antoinette 
15935068,Fantasy,Jason Goes to Hell: The Final Friday 
15911333,Adventure,Thomas and the Magic Railroad 
15854988,Drama,Far from Heaven 
15818967,Horror,Devil's Due 
15797907,Drama,The Kite Runner 
15785632,Biography,Eddie the Eagle 
15785632,Biography,Eddie the Eagle 
15738632,Action,3000 Miles to Graceland
15712072,Action,Paparazzi 
15709385,Crime,Pride and Glory 
15700000,Drama,The Hurt Locker 
15681020,Action,Superman IV: The Quest for Peace 
15655665,Comedy,Larry the Cable Guy: Health Inspector 
15608545,Action,The Man with the Iron Fists 
15561627,Drama,Life as a House 
15549702,Comedy,My Boss's Daughter 
15527125,Drama,All the Pretty Horses 
15523168,Mystery,The Ghost Writer 
15519841,Adventure,Happily N'Ever After 
15500000,Mystery,The Thirteenth Floor 
15483540,Adventure,A Perfect Getaway 
15464026,Comedy,Loser 
15427192,Comedy,Drowning Mona 
15417771,Horror,Wrong Turn 
15408822,Comedy,A Guy Thing 
15369573,Adventure,Spaced Invaders 
15361537,Action,Half Past Dead 
15331289,Drama,The Greatest Game Ever Played 
15294553,Drama,About Time 
15281286,Comedy,Youth in Revolt 
15279680,Action,Bangkok Dangerous 
15180000,Crime,Sweet Sweetback's Baadasssss Song 
15171475,Fantasy,Thinner 
15156200,Action,The Corruptor 
15155772,Comedy,And So It Goes 
15152879,Drama,The Last Exorcism Part II 
15131330,Adventure,Arthur and the Invisibles 
15126948,Horror,Halloween: The Curse of Michael Myers 
15102127,Comedy,"The Goods: Live Hard, Sell Hard "
15100000,Action,Firestarter 
15091542,Adventure,The Adventures of Pinocchio 
15081783,Adventure,Ponyo 
15071514,Sci-Fi,The Invasion 
15062898,Comedy,Dead Man on Campus 
15047419,Crime,American Psycho 
15045676,Drama,The Box 
14998070,Drama,Lions for Lambs 
14989761,Comedy,Seven Psychopaths 
14983572,Comedy,The Next Best Thing 
14967182,Action,Get Carter 
14946229,Biography,The Infiltrator 
14942422,Action,Kiss of Death 
14938570,Crime,Killing Them Softly 
14891000,Comedy,Flirting with Disaster 
14888028,Adventure,The Cave 
14879556,Comedy,Election 
14821531,Drama,Eve's Bayou 
14793904,Comedy,"I Love You, Beth Cooper "
14792779,Comedy,Radio Days 
14677654,Drama,Room 
14673301,Horror,It Follows 
14637490,Horror,My Soul to Take 
14637490,Horror,My Soul to Take 
14612840,Drama,Beyond the Lights 
14597405,Biography,My Week with Marilyn 
14589444,Comedy,The Girl Next Door 
14587732,Action,Flight of the Intruder 
14567883,Action,Soldier 
14564027,Fantasy,Hellraiser 
14545844,Comedy,School Daze 
14500000,Action,Tora! Tora! Tora! 
14479776,Biography,Big Eyes 
14469428,Comedy,Welcome to Mooseport 
14448589,Comedy,Life or Something Like It 
14400000,Horror,Halloween III: Season of the Witch 
14378353,Drama,Snow Falling on Cedars 
14375181,Action,Ishtar 
14373825,Crime,Awake 
14359793,Crime,Capitalism: A Love Story 
14358033,Comedy,Memoirs of an Invisible Man 
14348123,Comedy,Tea with Mussolini 
14343976,Adventure,Friday the 13th Part VIII: Jason Takes Manhattan
14337579,Action,Dark City 
14334645,Drama,Godsend 
14294842,Action,Ballistic: Ecks vs. Sever 
14291570,Action,Lockout 
14268533,Action,Criminal 
14252830,Comedy,Josie and the Pussycats 
14249005,Comedy,Freddy Got Fingered 
14218868,Horror,Supernova 
14208384,Comedy,Alex & Emma 
14174654,Comedy,Disaster Movie 
14131298,Adventure,The Messenger: The Story of Joan of Arc 
14123773,Crime,Spring Breakers 
14114488,Horror,Poltergeist III 
14108518,Comedy,How to Deal 
14100000,Comedy,Diner 
14095303,Action,Maximum Risk 
14060950,Drama,The Emperor's Club 
14018364,Comedy,New York Minute 
14015786,Drama,The Good Girl 
14003141,Crime,In Too Deep 
14000000,Comedy,Creepshow 2
13998282,Action,Left Behind 
13998282,Action,Left Behind 
13987482,Comedy,What's Your Number? 
13973532,Comedy,Stealing Harvard 
13973532,Comedy,Stealing Harvard 
13960203,Comedy,How to Be a Player 
13922211,Comedy,Soul Plane 
13920741,Comedy,Hot Rod 
13903262,Comedy,Out Cold 
13876974,Comedy,Monsoon Wedding 
13854000,Comedy,My Stepmother Is an Alien 
13838130,Action,Cirque du Freak: The Vampire's Assistant 
13829734,Action,Highlander: The Final Dimension 
13823741,Biography,The Duchess 
13801755,Action,The Man Who Knew Too Little 
13782838,Horror,The Thing 
13766014,Drama,One Day 
13763130,Action,Repo Men 
13753931,Drama,Letters from Iwo Jima 
13750556,Action,Sin City: A Dame to Kill For 
13746550,Action,Hit and Run 
13684949,Adventure,Hey Arnold! The Movie 
13651662,Drama,Warrior 
13650738,Comedy,Burnt 
13640000,Comedy,Crooklyn 
13630226,Action,Crank: High Voltage 
13622333,Adventure,Y Tu Mamá También 
13596911,Action,Osmosis Jones 
13592872,Comedy,The Ladies Man 
13571817,Comedy,Juwanna Mann 
13569248,Drama,The Namesake 
13560960,Biography,Nixon 
13558739,Comedy,Tomcats 
13555988,Adventure,The Little Vampire 
13491653,Drama,The Tailor of Panama 
13464388,Comedy,Shaun of the Dead 
13401683,Action,Dredd 
13401683,Action,Dredd 
13395939,Comedy,Alfie 
13391174,Biography,One Night with the King 
13383737,Comedy,Bullets Over Broadway 
13376506,Drama,The Deep End of the Ocean 
13367101,Comedy,Friends with Money 
13362308,Drama,Labor Day 
13350177,Drama,The Haunting of Molly Hartley 
13337299,Biography,De-Lovely 
13303319,Drama,The Tree of Life 
13300000,Documentary,Woodstock 
13269963,Drama,Lone Star 
13264986,Action,American Outlaws 
13248477,Horror,Case 39
13235267,Comedy,Daddy Day Camp 
13214255,Drama,Inside Llewyn Davis 
13214030,Comedy,Ghost Town 
13208023,Crime,Feardotcom 
13103828,Crime,Frailty 
13101142,Comedy,Playing for Keeps 
13092000,Drama,Whiplash 
13082288,Action,Flyboys 
13060843,Drama,25th Hour
13052741,Drama,Ghosts of Mississippi 
13038660,Drama,Angela's Ashes 
13034417,Drama,Whip It 
13019253,Comedy,The Crew 
13008928,Horror,They Live 
13005485,Drama,House of Sand and Fog 
13000000,Adventure,The Wiz 
12995673,Comedy,Religulous 
12987647,Drama,The Quiet American 
12985267,Drama,Do You Believe? 
12947763,Horror,April Fool's Day 
12902790,Comedy,Living Out Loud 
12899702,Comedy,Volver 
12870569,Drama,Gods and Generals 
12831121,Drama,Wicker Park 
12831121,Drama,Wicker Park 
12802907,Drama,Anna Karenina 
12801190,Action,Highlander: Endgame 
12796277,Drama,Rachel Getting Married 
12793213,Comedy,Mystic Pizza 
12784713,Comedy,I Heart Huckabees 
12784397,Drama,Beasts of the Southern Wild 
12782508,Drama,Marvin's Room 
12712093,Biography,The New World 
12701880,Adventure,The Pirates Who Don't Do Anything: A VeggieTales Movie 
12693621,Horror,They 
12674183,Action,Mr. Nice Guy 
12626905,Action,Triple 9
12610731,Action,Jason X 
12610552,Action,The Omega Code 
12589108,Adventure,Under the Same Moon 
12583510,Horror,House of 1000 Corpses
12574715,Drama,An Education 
12570442,Comedy,The Matador 
12555230,Drama,Silent House 
12550242,Comedy,I Think I Love My Wife 
12549485,Crime,Idlewild 
12514138,Drama,Love Jones 
12495865,Fantasy,Cirque du Soleil: Worlds Away 
12469811,Comedy,The Weather Man 
12398628,Action,Undisputed 
12372410,Comedy,Ready to Rumble 
12339633,Drama,Gattaca 
12282677,Comedy,Hot Tub Time Machine 2
12281500,Action,True Romance 
12276810,Action,Self/less 
12232937,Action,12 Rounds
12212417,Crime,Confidence 
12200000,Action,Lone Wolf McQuade 
12189514,Comedy,Chasing Liberty 
12189514,Comedy,Chasing Liberty 
12188642,Biography,The 33
12181484,Comedy,Envy 
12134420,Drama,Let Me In 
12081447,Comedy,Soul Men 
12065985,Comedy,Holy Man 
12055108,Comedy,Sunshine Cleaning 
12026670,Action,The Last Stand 
12006514,Comedy,Chasing Amy 
11956207,Horror,Sorority Row 
11905519,Action,The Protector 
11900000,Drama,In Dreams 
11883495,Comedy,Sliding Doors 
11860839,Documentary,Glee: The 3D Concert Movie
11854694,Drama,Extraordinary Measures 
11827301,Comedy,Breakin' All the Rules 
11806119,Action,Bloodsport 
11802056,Adventure,Meet Dave 
11797927,Comedy,Tales from the Hood 
11784000,Action,3 Ninjas Kick Back
11703287,Adventure,End of the Spear 
11702090,Comedy,Sydney White 
11694528,Comedy,Dave Chappelle's Block Party 
11675178,Comedy,Fifty Shades of Black 
11642254,Horror,Halloween 5
11634458,Adventure,The Adventures of Elmo in Grouchland 
11634362,Biography,Girl with a Pearl Earring 
11632420,Crime,Knockaround Guys 
11631245,Action,Zoom 
11614236,Comedy,The Muse 
11576087,Action,Wing Commander 
11560259,Comedy,Get Over It 
11546543,Action,The Legend of Drunken Master 
11540112,Comedy,The Cookout 
11538204,Crime,The Conspirator 
11533945,Biography,Boys Don't Cry 
11529368,Comedy,Super Size Me 
11508423,Biography,The Longshots 
11501093,Comedy,Army of Darkness 
11466088,Action,Turbulence 
11434867,Drama,The Words 
11433134,Adventure,Das Boot 
11405825,Drama,The Shipping News 
11326836,Crime,Out of the Furnace 
11284657,Drama,The Lives of Others 
11227940,Action,Chill Factor 
11204499,Drama,Bobby 
11169531,Comedy,Be Kind Rewind 
11146409,Action,Deep Rising 
11144518,Adventure,Barney's Great Adventure 
11100000,Action,Big Trouble in Little China 
11043445,Comedy,In the Land of Women 
11041228,Action,House of Flying Daggers 
11034436,Comedy,Mrs Henderson Presents 
11030963,Biography,Michael Collins 
11008432,Biography,Lords of Dogtown 
11000000,Action,Cutthroat Island 
10996440,Adventure,The Astronaut Farmer 
10991381,Biography,The Young Victoria 
10965209,Action,Antitrust 
10956379,Action,Dragon Wars: D-War 
10955425,Action,Doomsday 
10941801,Comedy,What the #$*! Do We (K)now!? 
10911750,Drama,Stop-Loss 
10907291,Action,Pride and Prejudice and Zombies 
10880926,Action,Dead Man Down 
10824921,Comedy,Office Space 
10814185,Comedy,Extract 
10769960,Drama,Gettysburg 
10763469,Comedy,New York Stories 
10762178,Documentary,Winged Migration 
10725228,Crime,Glengarry Glen Ross 
10719367,Drama,Abandon 
10706786,Action,Drive Angry 
10696210,Action,RoboCop 3
10660147,Drama,The End of the Affair 
10654581,Drama,The Astronaut's Wife 
10654581,Drama,The Astronaut's Wife 
10640645,Action,The Gunman 
10572742,Drama,Not Easily Broken 
10569071,Comedy,Deconstructing Harry 
10562387,Adventure,Fear and Loathing in Las Vegas 
10561238,Comedy,Drop Dead Gorgeous 
10556196,Crime,Mad City 
10555348,Comedy,We're No Angels 
10544143,Comedy,Three to Tango 
10539414,Action,Jonah Hex 
10515579,Comedy,Scoop 
10499968,Action,Sabotage 
10499968,Action,Sabotage 
10494494,Action,Getaway 
10494147,Drama,Here on Earth 
10460089,Crime,Narc 
10443316,Comedy,Home Fries 
10431220,Action,Universal Soldier: The Return 
10429707,Comedy,Moms' Night Out 
10411980,Family,Raise Your Voice 
10400000,Drama,The Scarlet Letter 
10397365,Comedy,Head Over Heels 
10353690,Documentary,U2 3D
10326062,Action,Pandorum 
10324441,Action,Straw Dogs 
10305534,Comedy,I Got the Hook Up 
10300000,Adventure,White Squall 
10297897,Action,The Newton Boys 
10281585,Drama,Shopgirl 
10269307,Action,The Boondock Saints II: All Saints Day 
10268846,Action,Whiteout 
10246600,Comedy,The Brothers McMullen 
10214647,Biography,Kinsey 
10214013,Comedy,Unfinished Business 
10200000,Drama,The Spanish Prisoner 
10198766,Comedy,Sorority Boys 
10174663,Drama,Facing the Giants 
10166502,Action,The Great Raid 
10161099,Action,Henry V 
10149779,Horror,Bats 
10139254,Drama,The Fountain 
10137502,Adventure,The Walk 
10137232,Action,Domino 
10134754,Animation,Hoodwinked Too! Hood vs. Evil 
10114315,Drama,Brokedown Palace 
10106233,Comedy,Prom 
10105505,Crime,Swimming Pool 
10097096,Comedy,The Wash 
10076136,Action,Knock Off 
10070000,Comedy,Mrs. Winterbourne 
10049886,Adventure,Spirited Away 
10042266,Drama,Cry_Wolf 
10037390,Action,Godzilla 2000
10017041,Action,Next Day Air 
10014234,Comedy,Lucky Numbers 
9975684,Comedy,Dirty Work 
9929000,Drama,Brazil 
9821335,Comedy,3 Strikes
9801782,Comedy,Very Bad Things 
9795017,Crime,Jade 
9714482,Comedy,Everyone Says I Love You 
9701559,Drama,Blue Valentine 
9694105,Comedy,Dudley Do-Right 
9664316,Drama,Rendition 
9658370,Comedy,The Perfect Match 
9652000,Comedy,Duplex 
9639242,Comedy,I Don't Know How She Does It 
9628751,Action,Digimon: The Movie 
9600000,Crime,On the Waterfront 
9589875,Biography,The Express 
9528092,Biography,Fair Game 
9525276,Action,Death Sentence 
9483821,Action,Bullet to the Head 
9473382,Drama,The Red Violin 
9449219,Comedy,She's the One 
9437933,Drama,Once 
9430988,Comedy,Away We Go 
9402410,Adventure,Fun Size 
9396487,Drama,Black Snake Moan 
9353573,Action,Dragonball: Evolution 
9286314,Action,Stone Cold 
9203192,Comedy,Bernie 
9190525,Comedy,A Serious Man 
9180275,Drama,You Can Count on Me 
9176553,Drama,Get Low 
9172810,Biography,A Mighty Heart 
9170214,Drama,What's Eating Gilbert Grape 
9166863,Drama,A Single Man 
9123834,Comedy,Peeples 
9109322,Comedy,Superbabies: Baby Geniuses 2
9094451,Action,Warlock 
9059588,Crime,Dark Blue 
9054736,Drama,Ulee's Gold 
9030581,Drama,The Boy in the Striped Pajamas 
9016377,Comedy,Trippin' 
9013113,Adventure,Transamerica 
9003011,Action,Mad Max 2: The Road Warrior
9000000,Comedy,Beyond the Valley of the Dolls 
8888355,Drama,Battle of the Year 
8888143,Comedy,"Mystery, Alaska "
8880705,Comedy,The Inkwell 
8855646,Adventure,Everybody's Fine 
8828771,Comedy,Movie 43
8786715,Comedy,Saved! 
8742261,Action,Street Fighter: The Legend of Chun-Li 
8735529,Comedy,Whatever It Takes 
8712564,Crime,Suspect Zero 
8662318,Comedy,My Life in Ruins 
8600000,Action,The Bounty 
8596914,Biography,Pollock 
8586376,Comedy,Boat Trip 
8579684,Comedy,Death at a Funeral 
8579684,Comedy,Death at a Funeral 
8535575,Drama,An Unfinished Life 
8508843,Adventure,Troop Beverly Hills 
8500000,Comedy,Under the Rainbow 
8460995,Action,MacGruber 
8460990,Adventure,Legends of Oz: Dorothy's Return 
8434601,Action,Ghosts of Mars 
8427204,Comedy,Play It to the Bone 
8406264,Comedy,Pushing Tin 
8396942,Adventure,Sex Drive 
8378141,Comedy,The Importance of Being Earnest 
8373585,Drama,The Last Temptation of Christ 
8355815,Comedy,Death to Smoochy 
8326035,Action,The Man 
8324748,Biography,Mandela: Long Walk to Freedom 
8279017,Drama,Shadow of the Vampire 
8243880,Crime,The Cooler 
8134217,Biography,Cadillac Records 
8129455,Action,Johnny English Reborn 
8119205,Comedy,A Simple Wish 
8114507,Drama,Before Midnight 
8111360,Crime,Dirty Pretty Things 
8108247,Drama,Bella 
8104069,Action,Code Name: The Cleaner 
8093318,Comedy,Inherent Vice 
8080116,Adventure,Hoot 
8070311,Comedy,Sleepover 
8054280,Comedy,Connie and Carla 
8047690,Drama,The Painted Veil 
8044906,Documentary,Mad Hot Ballroom 
8026971,Comedy,Woo 
8025872,Comedy,The Texas Chainsaw Massacre 2
8000000,Biography,The Greatest Story Ever Told 
8000000,Action,The Legend of the Lone Ranger 
8000000,Biography,Annie Get Your Gun 
7994115,Comedy,Pirate Radio 
7993039,Comedy,Dazed and Confused 
7948159,Action,Punisher: War Zone 
7918283,Drama,Arbitrage 
7916887,Action,Miracle at St. Anna 
7888703,Comedy,Teen Wolf Too 
7881335,Comedy,Serial Mom 
7871693,Adventure,City of Ember 
7837632,Drama,The Ice Storm 
7830611,Documentary,Hoop Dreams 
7825820,Crime,The Night Listener 
7774730,Comedy,Slither 
7764027,Comedy,Bad Words 
7757130,Comedy,In Bruges 
7739049,Comedy,Being Julia 
7707563,Biography,Tupac: Resurrection 
7705974,Comedy,Kevin Hart: Laugh at My Pain 
7691700,Drama,Sarah's Key 
7689458,Adventure,The Imaginarium of Doctor Parnassus 
7659747,Action,The Order 
7605668,Action,Mortdecai 
7574066,Comedy,While We're Young 
7564000,Comedy,Hackers 
7563670,Comedy,Over Her Dead Body 
7563397,Crime,City of God 
7557877,Comedy,The Jerky Boys 
7556708,Drama,Promised Land 
7518876,Adventure,Dolphins and Whales 3D: Tribes of the Ocean
7501404,Comedy,Barney's Version 
7496522,Comedy,The Curse of the Jade Scorpion 
7486906,Comedy,Martian Child 
7458269,Comedy,A Good Year 
7455447,Comedy,Cyrus 
7443007,Comedy,Taking Woodstock 
7434726,Action,Harley Davidson and the Marlboro Man 
7417210,Drama,Kids 
7382993,Adventure,Doogal 
7369373,Horror,Witchboard 
7362100,Comedy,The Squid and the Whale 
7292175,Comedy,Outside Providence 
7282851,Action,Phantasm II 
7268659,Action,Machete Kills 
7267324,Crime,Run Lola Run 
7262288,Comedy,Big Trouble 
7221458,Drama,All the King's Men 
7219578,Drama,Mulholland Drive 
7204138,Comedy,The Big Year 
7186670,Adventure,The Green Inferno 
7159147,Drama,The Orphanage 
7156933,Comedy,The Hoax 
7156725,Comedy,American Dreamz 
7137502,Comedy,She's Gotta Have It 
7098492,Drama,A Separation 
7097125,Action,Blackhat 
7070459,Drama,How She Move 
7060876,Biography,Quills 
7059537,Comedy,Phat Girlz 
7022940,Comedy,Kissing Jessica Stein 
7017178,Drama,Black Nativity 
7009668,Action,Crossover 
7002255,Animation,The Triplets of Belleville 
7001720,Comedy,An American Carol 
7000000,Action,Raise the Titanic 
6998324,Comedy,Our Brand Is Crisis 
6982680,Comedy,Screwed 
6940281,Crime,Sexy Beast 
6923891,Comedy,Take Me Home Tonight 
6879730,Drama,Woman Thou Art Loosed 
6857503,Comedy,Cedar Rapids 
6857096,Drama,Incendies 
6855137,Action,Running Scared 
6852144,Drama,Willard 
6851969,Comedy,The Spectacular Now 
6851636,Comedy,200 Cigarettes
6842058,Action,The Collection 
6830957,Drama,Moonlight Mile 
6777589,Crime,In the Valley of Elah 
6768055,Action,Thunderbirds 
6755271,Horror,The Forsaken 
6754898,Comedy,Running with Scissors 
6739141,Action,Fortress 
6734844,Drama,9½ Weeks
6719300,Comedy,Smoke Signals 
6712451,Comedy,Town & Country 
6712241,Crime,American History X 
6706368,Documentary,Roger & Me 
6670712,Comedy,City Island 
6619173,Adventure,Seeking a Friend for the End of the World 
6615578,Biography,The Last Station 
6610326,Comedy,The Savages 
6601079,Comedy,Bride & Prejudice 
6594136,Action,The Grandmaster 
6592103,Crime,Femme Fatale 
6565495,Drama,Curse of the Golden Flower 
6563357,Adventure,Strange Wilderness 
6543194,Adventure,I Dreamed of Africa 
6531491,Drama,Winter's Bone 
6525762,Comedy,The Rules of Attraction 
6517198,Crime,Maria Full of Grace 
6498000,Action,Baahubali: The Beginning 
6491350,Animation,Teacher's Pet 
6482195,Crime,Switchback 
6471394,Comedy,The Big Bounce 
6462576,Drama,The Young Messiah 
6448817,Action,Warriors of Virtue 
6420319,Drama,Little Boy 
6409206,Comedy,The Rocker 
6401336,Drama,My Own Private Idaho 
6390032,Biography,Gods and Monsters 
6373693,Comedy,Post Grad 
6350058,Comedy,It's Kind of a Funny Story 
6301131,Drama,The Jacket 
6291602,Comedy,What Planet Are You From? 
6262942,Action,All Is Lost 
6241697,Comedy,Dick 
6239558,Comedy,Mambo Italiano 
6201757,Biography,Topsy-Turvy 
6200756,Comedy,Ghost World 
6197866,Biography,The Straight Story 
6173485,Biography,Nowhere in Africa 
6167817,Drama,A Very Long Engagement 
6165429,Adventure,Rabbit-Proof Fence 
6157157,Comedy,UHF 
6144806,Biography,Beyond the Sea 
6126237,Comedy,Chasing Papi 
6114237,Drama,Impostor 
6109075,Biography,Coco Before Chanel 
6105175,Comedy,The Interview 
6100000,Western,"The Good, the Bad and the Ugly "
6088249,Comedy,Grandma's Boy 
6061759,Comedy,The Family Stone 
6047856,Action,The Way of the Gun 
6044618,Action,Deuces Wild 
6026908,Comedy,Foolish 
6003587,Biography,American Splendor 
6002756,Biography,Chasing Mavericks 
6000000,Action,Dragonslayer 
6000000,Adventure,Lawrence of Arabia 
5998971,Comedy,"Run, Fatboy, Run "
5997134,Biography,The Sessions 
5990075,Biography,The Diving Bell and the Butterfly 
5974653,Action,Megiddo: The Omega Code 2
5949693,Comedy,Lars and the Real Girl 
5932060,Action,The Last Legion 
5923044,Comedy,Evil Dead II 
5900000,Action,Highlander 
5899797,Biography,Cry Freedom 
5895238,Comedy,Casa de mi Padre 
5887457,Biography,Ed Wood 
5881504,Biography,Against the Ropes 
5871603,Drama,Light It Up 
5851188,Crime,Basic Instinct 2
5844929,Comedy,Real Women Have Curves 
5792822,Drama,Before Sunset 
5776314,Comedy,Beginners 
5773519,Drama,Victor Frankenstein 
5773519,Drama,Victor Frankenstein 
5773519,Drama,Victor Frankenstein 
5755286,Drama,Lucky You 
5749134,Action,A Most Violent Year 
5739376,Comedy,The Station Agent 
5731103,Drama,Get on the Bus 
5709616,Drama,El crimen del padre Amaro 
5702083,Biography,A Dangerous Method 
5701643,Adventure,Mongol: The Rise of Genghis Khan 
5694401,Action,RocknRolla 
5694308,Comedy,Who's Your Caddy? 
5669081,Drama,For Greater Glory: The True Story of Cristiada 
5664251,Action,The Warrior's Way 
5660084,Comedy,Gigli 
5654777,Action,Underclassman 
5600000,Drama,Mary Reilly 
5595428,Drama,Central Station 
5542025,Comedy,For Your Consideration 
5532301,Biography,Kundun 
5518918,Action,Aqua Teen Hunger Force Colon Movie Film for Theaters 
5516708,Comedy,Say It Isn't So 
5501940,Biography,Downfall 
5484375,Adventure,Rescue Dawn 
5480996,Animation,A Scanner Darkly 
5480318,Comedy,Slums of Beverly Hills 
5459824,Drama,Little Children 
5430822,Action,Split Second 
5409517,Animation,Monkeybone 
5400000,Drama,Before Sunrise 
5383834,Drama,Amores Perros 
5359774,Comedy,The Guard 
5355847,Drama,October Baby 
5355376,Biography,Shine a Light 
5354039,Biography,Margin Call 
5348317,Comedy,Danny Collins 
5333658,Action,Megaforce 
5308707,Comedy,Made 
5308553,Drama,Won't Back Down 
5306447,Comedy,Whatever Works 
5300000,Crime,Once Upon a Time in America 
5283379,Comedy,The Skeleton Twins 
5228617,Comedy,Hollywood Shuffle 
5217498,Drama,The In Crowd 
5205343,Comedy,Bandslam 
5204007,Action,Formula 51
5132655,Horror,Alone in the Dark 
5132222,Drama,Exotica 
5128124,Biography,The World's Fastest Indian 
5108820,Drama,Gossip 
5100937,Drama,Biutiful 
5100000,Comedy,The Hotel New Hampshire 
5032496,Comedy,Celebrity 
5023275,Adventure,Three Burials 
5018450,Comedy,Woman on Top 
5009677,Drama,Moon 
5005883,Drama,Birth 
5004648,Drama,I Am Love 
5002310,Adventure,Bubble Boy 
5000000,Comedy,Darling Lili 
5000000,Adventure,"The Beast from 20,000 Fathoms"
4992159,Comedy,Club Dread 
4956401,Drama,Jakob the Liar 
4946250,Documentary,20 Feet from Stardom
4930798,Horror,The Apparition 
4922166,Comedy,From Justin to Kelly 
4919896,Comedy,Birthday Girl 
4903000,Comedy,Girl 6
4884663,Horror,Invaders from Mars 
4881867,Comedy,Hamlet 2
4859475,Drama,The Virgin Suicides 
4857376,Comedy,"Paris, je t'aime "
4839383,Comedy,Hollywood Ending 
4835968,Action,Extreme Ops 
4829497,Drama,The Libertine 
4814244,Comedy,Slackers 
4806750,Biography,Mao's Last Dancer 
4777007,Comedy,Just Visiting 
4771000,Comedy,Welcome to the Dollhouse 
4741987,Drama,A Walk on the Moon 
4734235,Comedy,Duets 
4720371,Adventure,The Other Side of Heaven 
4717455,Mystery,In the Cut 
4710455,Adventure,Howl's Moving Castle 
4700361,Drama,90 Minutes in Heaven
4693919,Comedy,College 
4692814,Comedy,Held Up 
4681503,Comedy,Igby Goes Down 
4651977,Drama,Radio Flyer 
4613815,Comedy,Let's Go to Prison 
4600000,Crime,River's Edge 
4599680,Drama,Thirteen 
4595000,Comedy,Little Voice 
4584886,Drama,Love in the Time of Cholera 
